Id,Type,Zoning Class,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Nbhd,Location Condition,Bldg Type,House Style,OvQual,Overall Cond,Built,Year Remod Add,Roof Style,Roof Material,Exterior Primary,Masonry/Veneer,Masonry/Veneer Area,Exterior Qual,Exterior Cond,Foundation,Basement Height,Basement Cond,Basement Exposure,Basement Finish,Basement Finished Area,Basement Unfinished Area,Basement Area,Heating Qual,CentralAir,Electrical,1st Floor Area,2nd Floor Area,Living Area Above Grade,Basement Full Baths,Basement Half baths,Full Baths Above Grade,Half Baths Above Grade,Bedrooms Above Grade,Kitchens Above Grade,Kitchen Qual,Total Rooms Above Grade,Functionality,Fireplaces,Fireplce Qual,Garage Type,Garage Yr Built,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck Area,Open Porch Area,Enclosed Porch Area,3 Season Porch Area,Screen Porch Area,Pool Area,Pool Qual,Fence,Sale Type,Sale Condition,Sale Price
1337,DUPLEX,Resid Low Density,87,9246,NA,Slightly irregular,Level,Inside lot,Gentle,Northwest Ames,Adjacent Feeder St,Duplex,1 story,5,5,1973,1973,Gable,Composite Shingle,Plywood,Brick Face,564,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,1656,1656,Average,Y,Standard Circuit Breakers & Romex,1656,0,1656,0,0,2,0,4,2,Average,8,Typical Functionality,0,No Fireplace,Detached from home,1973,Unfinished,2,506,Average,Average,Paved ,0,211,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,135000
1339,2-STORY 1946 & NEWER,Resid Low Density,95,13450,NA,Slightly irregular,Level,Corner lot,Gentle,College Creek,Normal,1-family Detached,2 story,7,5,2002,2002,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,700,216,916,Excellent,Y,Standard Circuit Breakers & Romex,920,941,1861,1,0,2,1,3,1,Good,8,Typical Functionality,0,No Fireplace,Built-In (Garage with Room),2002,Rough Finished,2,492,Average,Average,Paved ,146,91,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,200000
1340,1-STORY 1946 & NEWER,Resid Low Density,120,9560,NA,Slightly irregular,Level,Corner lot,Gentle,College Creek,Normal,1-family Detached,1 story,5,7,1972,1972,Hip,Composite Shingle,Metal Siding,None,0,Average,Good,Cinder Block,"Typical (80-89"")",Average,Min Exposure,Avg Rec Room,360,504,864,Excellent,Y,Standard Circuit Breakers & Romex,864,0,864,0,0,1,0,3,1,Average,5,Typical Functionality,0,No Fireplace,Attached to home,1972,Rough Finished,1,288,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,128500
1341,1-STORY 1946 & NEWER,Resid Low Density,70,8294,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1 story,4,5,1971,1971,Gable,Composite Shingle,Metal Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,858,858,Average,Y,Standard Circuit Breakers & Romex,872,0,872,0,0,1,0,3,1,Average,5,Typical Functionality,0,No Fireplace,Detached from home,1974,Unfinished,4,480,Average,Average,Paved ,0,0,0,0,0,0,No Pool,Good Wood,Warranty Deed - Conventional,Normal Sale,123000
1342,1-STORY 1946 & NEWER,Resid Low Density,66,13695,NA,Regular,Level,Inside lot,Gentle,Sawyer West,Adjacent Railroad,1-family Detached,1 story,6,5,2003,2004,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,814,300,1114,Excellent,Y,Standard Circuit Breakers & Romex,1114,0,1114,1,0,1,0,3,1,Good,6,Typical Functionality,0,No Fireplace,Detached from home,2004,Unfinished,2,576,Average,Average,Paved ,0,78,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,155000
1343,2-STORY 1946 & NEWER,Resid Low Density,NA,9375,NA,Regular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,2 story,8,5,2002,2002,Gable,Composite Shingle,Vinyl Siding,Brick Face,149,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,1284,1284,Excellent,Y,Standard Circuit Breakers & Romex,1284,885,2169,0,0,2,1,3,1,Good,7,Typical Functionality,1,Good,Attached to home,2002,Rough Finished,2,647,Average,Average,Paved ,192,87,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,228500
1344,1-1/2 STORY ALL AGES,Resid Low Density,57,7558,NA,Regular,Banked,Inside lot,Gentle,Crawford,Normal,1-family Detached,1.5 story: 2nd level fin,6,6,1928,1950,Gable,Composite Shingle,Brick Face,None,0,Average,Average,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,896,896,Good,Y,Standard Circuit Breakers & Romex,1172,741,1913,0,0,1,1,3,1,Average,9,Typical Functionality,1,Average,Detached from home,1929,Unfinished,2,342,Fair,Fair,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,177000
1345,2-STORY 1946 & NEWER,Resid Low Density,85,11103,NA,Slightly irregular,Level,Corner lot,Gentle,College Creek,Normal,1-family Detached,2 story,7,5,2006,2006,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,728,728,Excellent,Y,Standard Circuit Breakers & Romex,728,728,1456,0,0,2,1,3,1,Good,8,Typical Functionality,1,Average,Attached to home,2006,Finished,2,440,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),155835
1346,1-STORY 1945 & OLDER,Resid Med Density,50,6000,NA,Regular,Level,Inside lot,Gentle,Old Town,Normal,1-family Detached,1 story,4,4,1920,1950,Hip,Composite Shingle,Metal Siding,None,0,Average,Average,Poured Contrete,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,250,710,960,Good,Y,Fuse Box over 60 AMP and all Romex wiring (Average),960,0,960,0,0,1,0,2,1,Fair,5,Typical Functionality,0,No Fireplace,Detached from home,1997,Unfinished,1,308,Average,Average,Paved ,0,0,168,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,108500
1347,1-STORY 1946 & NEWER,Resid Low Density,NA,20781,NA,Irregular,Level,Cul-de-sac,Gentle,Northwest Ames,Near Pos Feature,1-family Detached,1 story,7,7,1968,2003,Hip,Composite Shingle,Brick Face,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,297,1203,1568,Average,Y,Standard Circuit Breakers & Romex,2156,0,2156,0,0,2,0,3,1,Average,9,Typical Functionality,1,Good,Attached to home,1968,Rough Finished,2,508,Good,Average,Paved ,0,80,0,290,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,262500
1348,1-STORY 1946 & NEWER,Resid Low Density,93,15306,NA,Slightly irregular,Hillside,Corner lot,Gentle,Timberland,Normal,1-family Detached,1 story,8,5,2006,2007,Gable,Composite Shingle,Vinyl Siding,Stone,100,Good,Average,Poured Contrete,"Excellent (100+"")",Average,Good Exposure,Good Living Quarters,80,1652,1732,Excellent,Y,Standard Circuit Breakers & Romex,1776,0,1776,1,0,2,0,3,1,Good,7,Typical Functionality,1,Good,Attached to home,2006,Finished,3,712,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),283463
1349,1-STORY 1946 & NEWER,Resid Low Density,NA,16196,NA,Irregular,Depression,Inside lot,Gentle,Sawyer West,Normal,1-family Detached,1 story,7,5,1998,1998,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,Good Exposure,Good Living Quarters,1443,39,1482,Excellent,Y,Standard Circuit Breakers & Romex,1494,0,1494,1,0,2,0,3,1,Good,5,Typical Functionality,1,Fair,Attached to home,1998,Rough Finished,2,514,Average,Average,Paved ,402,25,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,215000
1351,DUPLEX,Resid Low Density,91,11643,NA,Regular,Level,Inside lot,Gentle,North Ames,Adjacent Arterial St,Duplex,2 story,5,5,1969,1969,Gable,Composite Shingle,Metal Siding,Brick Face,368,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Low Quality,500,748,1248,Average,Y,Standard Circuit Breakers & Romex,1338,1296,2634,1,1,2,2,6,2,Average,12,Typical Functionality,0,No Fireplace,Detached from home,1969,Unfinished,4,968,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,200000
1352,2-STORY 1946 & NEWER,Resid Low Density,70,9247,NA,Slightly irregular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,2 story,6,6,1962,1962,Gable,Composite Shingle,Hard Board,Brick Face,318,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Rec Room,319,539,858,Excellent,Y,Standard Circuit Breakers & Romex,858,858,1716,0,0,1,1,4,1,Average,8,Typical Functionality,1,Good,Attached to home,1962,Finished,2,490,Average,Average,Paved ,0,84,0,0,120,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,171000
1353,1-1/2 STORY ALL AGES,Resid Med Density,50,6000,NA,Regular,Level,Inside lot,Gentle,Brookside,Normal,1-family Detached,1.5 story: 2nd level fin,6,9,1937,2000,Gable,Composite Shingle,Metal Siding,None,0,Good,Average,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,698,698,Average,Y,Standard Circuit Breakers & Romex,786,390,1176,0,0,1,0,2,1,Average,4,Typical Functionality,0,No Fireplace,Detached from home,1999,Unfinished,2,624,Average,Average,Dirt/Gravel,210,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,134900
1354,1-1/2 STORY ALL AGES,Resid Low Density,56,14720,NA,Slightly irregular,Level,Cul-de-sac,Gentle,Northridge,Normal,1-family Detached,1.5 story: 2nd level fin,8,5,1995,1996,Hip,Composite Shingle,Vinyl Siding,Brick Face,579,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,816,1217,2033,Excellent,Y,Standard Circuit Breakers & Romex,2053,1185,3238,1,0,2,1,4,1,Good,9,Typical Functionality,1,Excellent,Attached to home,1996,Finished,3,666,Average,Average,Paved ,283,86,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,410000
1355,2-STORY 1946 & NEWER,Resid Low Density,NA,10316,NA,Slightly irregular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,2 story,7,5,2000,2000,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,735,257,992,Excellent,Y,Standard Circuit Breakers & Romex,992,873,1865,1,0,2,1,3,1,Good,7,Typical Functionality,1,Average,Attached to home,2000,Rough Finished,3,839,Average,Average,Paved ,0,184,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,235000
1356,SPLIT OR MULTI-LEVEL,Resid Low Density,102,10192,NA,Slightly irregular,Level,Inside lot,Gentle,Northwest Ames,Normal,1-family Detached,Split Level,7,6,1968,1992,Gable,Composite Shingle,Metal Siding,Brick Face,143,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,570,570,Good,Y,Standard Circuit Breakers & Romex,1222,698,1920,0,0,3,0,4,1,Good,8,Typical Functionality,1,Average,Attached to home,1968,Rough Finished,2,487,Average,Average,Paved ,0,98,0,0,0,0,No Pool,Good Privacy,Warranty Deed - Conventional,Normal Sale,170000
1357,1-STORY 1946 & NEWER,Resid Low Density,NA,9477,NA,Regular,Level,Corner lot,Gentle,North Ames,Normal,1-family Detached,1 story,5,5,1966,1966,Gable,Composite Shingle,Hard Board,Brick Face,65,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Rec Room,340,524,864,Average,Y,Standard Circuit Breakers & Romex,892,0,892,0,0,1,0,3,1,Average,5,Typical Functionality,0,No Fireplace,Attached to home,1966,Rough Finished,1,264,Average,Average,Paved ,0,0,0,0,0,0,No Pool,Good Wood,Warranty Deed - Conventional,Normal Sale,110000
1358,1-STORY 1946 & NEWER,Resid Low Density,NA,12537,NA,Slightly irregular,Level,Cul-de-sac,Gentle,North Ames,Normal,1-family Detached,1 story,5,6,1971,2008,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Good Living Quarters,734,344,1078,Excellent,Y,Standard Circuit Breakers & Romex,1078,0,1078,1,0,1,1,3,1,Average,6,Typical Functionality,1,Fair,Attached to home,1971,Finished,2,500,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,149900
1359,2-STORY PUD,Floating Village Resid,NA,2117,NA,Regular,Level,Inside lot,Gentle,Somerset,Normal,Townhouse,2 story,6,5,2000,2000,Gable,Composite Shingle,Metal Siding,Brick Face,216,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,378,378,756,Excellent,Y,Standard Circuit Breakers & Romex,769,804,1573,0,0,2,1,3,1,Good,5,Typical Functionality,0,No Fireplace,Detached from home,2000,Unfinished,2,440,Average,Average,Paved ,0,32,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,177500
1360,1-STORY 1946 & NEWER,Resid Low Density,129,16737,NA,Regular,Level,Frontage on 3 sides,Gentle,Northridge Heights,Normal,1-family Detached,1 story,9,5,2004,2005,Hip,Composite Shingle,Vinyl Siding,Brick Face,66,Good,Average,Poured Contrete,"Excellent (100+"")",Average,Avg Exposure,Good Living Quarters,1447,533,1980,Excellent,Y,Standard Circuit Breakers & Romex,1980,0,1980,1,0,2,0,3,1,Excellent,8,Typical Functionality,1,Good,Attached to home,2004,Finished,3,770,Average,Average,Paved ,194,45,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,315000
1361,2-STORY 1945 & OLDER,Resid Low Density,51,9842,NA,Regular,Level,Inside lot,Gentle,South & West of Iowa State,Adjacent Feeder St,1-family Detached,2 story,5,6,1921,1998,Gable,Composite Shingle,Metal Siding,None,0,Average,Average,Brick & Tile,"Typical (80-89"")",Fair,No Exposure,Unfinshed,0,612,612,Excellent,Y,Standard Circuit Breakers & Romex,990,1611,2601,0,0,3,1,4,1,Average,8,Typical Functionality,0,No Fireplace,Built-In (Garage with Room),1998,Rough Finished,2,621,Average,Average,Paved ,183,0,301,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,189000
1362,1-STORY 1946 & NEWER,Resid Low Density,124,16158,NA,Slightly irregular,Depression,Inside lot,Moderate,Stone Brook,Normal,1-family Detached,1 story,7,5,2005,2005,Hip,Composite Shingle,Vinyl Siding,Stone,16,Good,Average,Poured Contrete,"Excellent (100+"")",Average,Avg Exposure,Avg Living Quarters,1274,256,1530,Excellent,Y,Standard Circuit Breakers & Romex,1530,0,1530,1,0,2,0,3,1,Good,7,Typical Functionality,1,Good,Attached to home,2005,Finished,2,430,Average,Average,Paved ,168,36,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,260000
1363,1-1/2 STORY ALL AGES,Resid Low Density,NA,12513,NA,Slightly irregular,Level,Frontage on 2 sides,Gentle,North Ames,Adjacent Feeder St,1-family Detached,1.5 story: 2nd level fin,4,4,1920,2007,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Good,Brick & Tile,"Typical (80-89"")",Fair,No Exposure,Unfinshed,0,715,715,Good,Y,Standard Circuit Breakers & Romex,1281,457,1738,0,0,2,0,4,1,Average,7,Typical Functionality,1,Good,Attached to home,1920,Unfinished,1,368,Average,Average,Paved ,55,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,104900
1364,2-STORY 1946 & NEWER,Resid Low Density,73,8499,NA,Slightly irregular,Level,Inside lot,Gentle,Gilbert,Normal,1-family Detached,2 story,6,5,2006,2007,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,616,616,Excellent,Y,Standard Circuit Breakers & Romex,616,796,1412,0,0,2,1,3,1,Good,6,Typical Functionality,1,Good,Built-In (Garage with Room),2007,Finished,2,432,Average,Average,Paved ,0,36,0,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),156932
1365,2-STORY PUD,Floating Village Resid,30,3180,Pave,Regular,Level,Inside lot,Gentle,Somerset,Normal,Townhouse End Unit,2 story,7,5,2005,2005,Gable,Composite Shingle,Metal Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,600,600,Excellent,Y,Standard Circuit Breakers & Romex,520,600,1200,0,0,2,1,2,1,Good,4,Typical Functionality,0,No Fireplace,Detached from home,2005,Rough Finished,2,480,Average,Average,Paved ,0,166,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",144152
1366,2-STORY 1946 & NEWER,Floating Village Resid,NA,7500,NA,Regular,Level,Inside lot,Gentle,Somerset,Normal,1-family Detached,2 story,7,5,2000,2000,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,533,281,814,Excellent,Y,Standard Circuit Breakers & Romex,814,860,1674,1,0,2,1,3,1,Good,7,Typical Functionality,0,No Fireplace,Attached to home,2000,Rough Finished,2,663,Average,Average,Paved ,0,96,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,216000
1367,2-STORY 1946 & NEWER,Resid Low Density,68,9179,NA,Slightly irregular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,2 story,7,5,1999,1999,Gable,Composite Shingle,Vinyl Siding,Brick Face,158,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,633,240,873,Excellent,Y,Standard Circuit Breakers & Romex,882,908,1790,1,0,2,1,3,1,Good,7,Typical Functionality,0,No Fireplace,Attached to home,1999,Rough Finished,2,588,Average,Average,Paved ,0,88,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",193000
1368,2-STORY PUD,Resid Med Density,41,2665,NA,Regular,Level,Inside lot,Gentle,Meadow Village,Normal,Townhouse End Unit,2 story,5,6,1977,1977,Gable,Composite Shingle,Cement Board,None,0,Average,Average,Poured Contrete,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,548,36,757,Excellent,Y,Standard Circuit Breakers & Romex,925,550,1475,0,0,2,0,4,1,Average,6,Typical Functionality,1,Average,Attached to home,1977,Rough Finished,1,336,Average,Average,Paved ,104,26,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,127000
1369,1-STORY PUD,Resid Med Density,NA,4435,NA,Regular,Level,Inside lot,Gentle,College Creek,Normal,Townhouse End Unit,1 story,6,5,2003,2004,Gable,Composite Shingle,Vinyl Siding,Brick Face,170,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,685,163,848,Excellent,Y,Standard Circuit Breakers & Romex,848,0,848,1,0,1,0,1,1,Good,4,Typical Functionality,0,No Fireplace,Attached to home,2003,Finished,2,420,Average,Average,Paved ,140,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,144000
1370,1-STORY 1946 & NEWER,Resid Low Density,48,10635,NA,Irregular,Level,Frontage on 2 sides,Gentle,College Creek,Normal,1-family Detached,1 story,8,5,2003,2003,Hip,Composite Shingle,Vinyl Siding,Brick Face,171,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Below Avg Living Quarters,370,315,1657,Excellent,Y,Standard Circuit Breakers & Romex,1668,0,1668,1,0,2,0,3,1,Good,8,Typical Functionality,1,Average,Attached to home,2003,Finished,2,502,Average,Average,Paved ,0,262,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,232000
1371,1-1/2 STORY ALL AGES,Resid Low Density,90,5400,NA,Regular,Level,Corner lot,Gentle,Old Town,Adjacent Arterial St,1-family Detached,1.5 story: 2nd level fin,4,6,1920,1950,Gable,Composite Shingle,Cinder Block,None,0,Fair,Average,Poured Contrete,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,315,420,840,Excellent,Y,Standard Circuit Breakers & Romex,840,534,1374,0,0,1,0,2,1,Average,6,Typical Functionality,0,No Fireplace,Detached from home,1967,Finished,1,338,Average,Average,Paved ,0,0,198,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,105000
1372,SPLIT OR MULTI-LEVEL,Resid Low Density,80,9600,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,Split Level,6,6,1955,1996,Hip,Composite Shingle,Asbestos Shingles,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,Avg Exposure,Below Avg Living Quarters,831,161,992,Good,Y,Standard Circuit Breakers & Romex,1661,0,1661,1,0,1,0,3,1,Good,8,Typical Functionality,1,Average,Built-In (Garage with Room),1955,Rough Finished,1,377,Average,Average,Paved ,0,28,0,0,178,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,165500
1373,2-STORY 1946 & NEWER,Resid Low Density,75,9750,NA,Regular,Level,Corner lot,Gentle,College Creek,Normal,1-family Detached,2 story,7,6,1998,1998,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,975,133,1108,Excellent,Y,Standard Circuit Breakers & Romex,1108,989,2097,1,0,2,1,3,1,Good,8,Typical Functionality,1,Average,Detached from home,1998,Rough Finished,2,583,Average,Average,Paved ,253,170,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,274300
1374,1-STORY 1946 & NEWER,Resid Low Density,NA,11400,NA,Regular,Level,Inside lot,Gentle,Northridge,Normal,1-family Detached,1 story,10,5,2001,2002,Hip,Composite Shingle,Vinyl Siding,Brick Face,705,Excellent,Average,Poured Contrete,"Excellent (100+"")",Average,Good Exposure,Good Living Quarters,1282,1351,2633,Excellent,Y,Standard Circuit Breakers & Romex,2633,0,2633,1,0,2,1,2,1,Excellent,8,Typical Functionality,2,Good,Attached to home,2001,Rough Finished,3,804,Average,Average,Paved ,314,140,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,466500
1375,2-STORY 1946 & NEWER,Floating Village Resid,85,10625,NA,Regular,Level,Inside lot,Gentle,Somerset,Normal,1-family Detached,2 story,7,5,2005,2005,Gable,Composite Shingle,Cement Board,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,1026,1026,Excellent,Y,Standard Circuit Breakers & Romex,1026,932,1958,0,0,2,1,3,1,Good,9,Typical Functionality,1,Good,Attached to home,2005,Finished,3,936,Average,Average,Paved ,154,210,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,250000
1376,1-STORY 1946 & NEWER,Resid Low Density,89,10991,NA,Slightly irregular,Hillside,Inside lot,Gentle,Timberland,Normal,1-family Detached,1 story,8,5,2007,2007,Gable,Composite Shingle,Vinyl Siding,Brick Face,80,Good,Average,Poured Contrete,"Good (90-99"")",Average,Good Exposure,Unfinshed,0,1571,1571,Excellent,Y,Standard Circuit Breakers & Romex,1571,0,1571,0,0,2,0,3,1,Good,7,Typical Functionality,1,Good,Attached to home,2007,Finished,3,722,Average,Average,Paved ,100,36,0,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),239000
1377,1-STORY 1945 & OLDER,Resid Low Density,52,6292,NA,Regular,Banked,Inside lot,Gentle,South & West of Iowa State,Normal,1-family Detached,1 story,6,5,1930,1950,Gable,Composite Shingle,Wood Siding,None,0,Average,Average,Brick & Tile,"Good (90-99"")",Average,Min Exposure,Avg Rec Room,384,384,768,Average,N,Standard Circuit Breakers & Romex,790,0,790,0,0,1,0,2,1,Average,4,Typical Functionality,0,No Fireplace,Detached from home,1925,Unfinished,1,160,Fair,Average,Paved ,0,141,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,91000
1378,1-1/2 STORY ALL AGES,Resid Low Density,60,10998,Grvl,Regular,Level,Inside lot,Gentle,Edwards,Normal,1-family Detached,1.5 story: 2nd level fin,5,5,1941,1960,Gable,Composite Shingle,Wood Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Low Quality,408,156,984,Excellent,Y,Standard Circuit Breakers & Romex,984,620,1604,0,0,2,0,3,1,Average,6,Minor Deductions 2,0,No Fireplace,Detached from home,1977,Unfinished,2,660,Average,Average,Paved ,0,68,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,117000
1379,2-STORY PUD,Resid Med Density,21,1953,NA,Regular,Level,Inside lot,Gentle,Briardale,Normal,Townhouse,2 story,6,5,1973,1973,Gable,Composite Shingle,Hard Board,Brick Face,408,Average,Average,Cinder Block,"Typical (80-89"")",Fair,No Exposure,Below Avg Living Quarters,309,174,483,Average,Y,Standard Circuit Breakers & Romex,483,504,987,0,0,1,1,2,1,Average,5,Typical Functionality,0,No Fireplace,Detached from home,1973,Unfinished,1,264,Average,Average,Paved ,72,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,83000
1381,1-STORY 1945 & OLDER,Resid Low Density,45,8212,Grvl,Regular,Level,Inside lot,Gentle,Edwards,Normal,1-family Detached,1 story,3,3,1914,1950,Gable,Composite Shingle,Stucco,None,0,Average,Fair,Brick & Tile,"Typical (80-89"")",Fair,No Exposure,Avg Rec Room,203,661,864,Average,N,60 AMP Fuse Box and mostly Romex wiring (Fair),864,0,864,1,0,1,0,2,1,Average,5,Typical Functionality,0,No Fireplace,Detached from home,1938,Unfinished,1,200,Average,Fair,Paved ,0,0,96,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,58500
1382,1-STORY 1946 & NEWER,Resid Low Density,NA,12925,NA,Slightly irregular,Level,Corner lot,Gentle,North Ames,Normal,1-family Detached,1 story,6,7,1970,1970,Gable,Composite Shingle,Brick Face,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,Min Exposure,Below Avg Living Quarters,865,340,1205,Excellent,Y,Standard Circuit Breakers & Romex,2117,0,2117,0,0,2,1,4,1,Average,7,Typical Functionality,2,Good,Attached to home,1970,Finished,2,550,Average,Average,Paved ,0,42,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,237500
1383,2-STORY 1945 & OLDER,Resid Med Density,60,7200,NA,Regular,Level,Corner lot,Gentle,Old Town,Normal,1-family Detached,2 story,7,7,1920,1950,Hip,Composite Shingle,Wood Siding,None,0,Average,Average,Brick & Tile,"Fair (70-79"")",Average,No Exposure,Unfinshed,0,596,596,Excellent,Y,Standard Circuit Breakers & Romex,998,764,1762,1,0,1,1,4,1,Good,8,Typical Functionality,0,No Fireplace,Detached from home,1989,Unfinished,2,576,Average,Average,Dirt/Gravel,36,0,221,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,157000
