Id,Dwelling Type,Lot Frontage,Lot Area,Alley,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,Basement Area,1st Floor Area,2nd Floor Area,Living Area Above Grade,Basement Full Baths,Basement Half baths,Full Baths Above Grade,Half Baths Above Grade,Bedrooms Above Grade,Kitchens Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Yr Built,Garage Finish,Garage Cars,Wood Deck Area,Open Porch Area,Enclosed Porch Area,3 Season Porch Area,Screen Porch Area,Pool Area,Sale Condition,Sale Price
1077,1-1/2 STORY ALL AGES,60.0,10800,Grvl,Level,Old Town,Normal,5,8,1936,0.0,626,170,796,1096,370,1466,0,1,2,0,3,1,Good,7,1,1950.0,Unfinished,2,436,21,0,0,0,0,Normal Sale,170000
1078,1-STORY 1946 & NEWER,,15870,,Level,North Ames,Normal,5,5,1969,0.0,75,230,1096,1096,0,1096,1,0,1,0,3,1,Average,6,0,1969.0,Finished,1,240,32,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",138800
1079,1-STORY PUD,37.0,4435,,Level,College Creek,Normal,6,5,2004,169.0,662,186,848,848,0,848,1,0,1,0,1,1,Good,3,1,2004.0,Rough Finished,2,140,0,0,0,0,0,Normal Sale,155900
1080,1-STORY 1946 & NEWER,65.0,8775,,Level,College Creek,Normal,5,5,1994,0.0,495,495,990,990,0,990,0,0,1,0,3,1,Average,5,0,1996.0,Unfinished,1,0,64,0,0,0,0,Normal Sale,126000
1081,1-STORY 1946 & NEWER,80.0,11040,,Level,Northwest Ames,Normal,6,7,1971,144.0,656,602,1258,1258,0,1258,0,1,2,0,3,1,Good,5,0,1971.0,Rough Finished,2,55,0,0,216,0,0,"Abnormal Sale -  trade, foreclosure, short sale",145000
1082,1-STORY 1946 & NEWER,75.0,7500,,Level,Sawyer,Adjacent Feeder St,5,5,1963,0.0,824,216,1040,1040,0,1040,1,0,1,1,3,1,Average,5,0,1963.0,Finished,1,0,0,220,0,0,0,Normal Sale,133000
1083,1-STORY 1946 & NEWER,70.0,8749,,Level,College Creek,Normal,7,5,2002,100.0,0,1459,1459,1459,0,1459,0,0,2,0,3,1,Good,6,1,2002.0,Rough Finished,2,192,39,0,0,0,0,Normal Sale,192000
1084,1-STORY 1946 & NEWER,80.0,8800,,Level,North Ames,Normal,6,6,1964,425.0,553,698,1251,1251,0,1251,1,0,1,0,3,1,Average,6,2,1964.0,Rough Finished,1,0,116,0,0,0,0,Normal Sale,160000
1085,2-STORY 1946 & NEWER,,13031,,Level,Gilbert,Normal,6,5,1995,0.0,592,99,691,691,807,1498,0,0,2,1,3,1,Average,6,1,1995.0,Finished,2,315,44,0,0,0,0,Normal Sale,187500
1086,SPLIT FOYER,73.0,9069,,Level,Sawyer West,Normal,6,6,1992,0.0,747,189,936,996,0,996,1,0,1,0,2,1,Good,5,0,1992.0,Unfinished,2,120,0,0,0,0,0,Normal Sale,147000
1087,2-STORY PUD,,1974,,Level,Meadow Village,Normal,4,5,1973,0.0,334,212,546,546,546,1092,0,0,1,1,3,1,Average,6,0,1973.0,Rough Finished,1,120,96,0,0,0,0,Normal Sale,83500
1088,2-STORY 1946 & NEWER,85.0,10574,,Level,Somerset,Normal,8,5,2005,0.0,0,1082,1082,1082,871,1953,0,0,2,1,3,1,Good,9,1,2005.0,Rough Finished,3,160,50,0,0,0,0,Normal Sale,252000
1089,2-STORY PUD,24.0,2522,,Level,Edwards,Normal,7,5,2004,50.0,0,970,970,970,739,1709,0,0,2,0,3,1,Good,7,0,2004.0,Unfinished,2,0,40,0,0,0,0,Normal Sale,137500
1090,1-STORY PUD,37.0,3316,Pave,Level,Somerset,Normal,8,5,2005,0.0,1039,208,1247,1247,0,1247,1,0,1,1,1,1,Good,4,1,2005.0,Finished,2,0,84,0,0,0,0,Normal Sale,197000
1092,2-STORY PUD,24.0,2160,Pave,Level,Somerset,Normal,7,5,1999,212.0,510,90,600,624,628,1252,1,0,2,1,2,1,Good,4,0,1999.0,Unfinished,2,0,48,0,0,0,0,Normal Sale,160000
1093,1-1/2 STORY ALL AGES,60.0,8400,,Banked,South & West of Iowa State,Normal,6,5,1925,0.0,423,758,1181,1390,304,1694,0,0,2,0,4,1,Average,7,1,1925.0,Unfinished,2,342,0,128,0,0,0,Normal Sale,136500
1094,1-STORY 1946 & NEWER,71.0,9230,,Level,North Ames,Adjacent Feeder St,5,8,1965,166.0,661,203,864,1200,0,1200,1,0,1,1,1,1,Good,6,0,1977.0,Unfinished,2,0,64,0,0,0,0,Normal Sale,146000
1095,1-STORY 1946 & NEWER,74.0,5868,,Level,North Ames,Normal,5,7,1956,0.0,248,448,936,936,0,936,1,0,1,0,2,1,Average,4,0,1956.0,Finished,1,0,0,80,0,160,0,Normal Sale,129000
1096,1-STORY 1946 & NEWER,78.0,9317,,Level,College Creek,Normal,6,5,2006,0.0,24,1290,1314,1314,0,1314,0,0,2,0,3,1,Good,6,1,2006.0,Rough Finished,2,0,22,0,0,0,0,Normal Sale,176432
1097,2-STORY 1945 & OLDER,60.0,6882,,Level,Iowa DOT and Rail Road,Normal,6,7,1914,0.0,0,684,684,773,582,1355,0,0,1,1,3,1,Good,7,0,,No Garage,0,136,0,115,0,0,0,Normal Sale,127000
1098,1-STORY PUD,,3696,,Level,Stone Brook,Normal,8,5,1986,0.0,0,1074,1074,1088,0,1088,0,0,1,1,2,1,Good,5,0,1987.0,Rough Finished,2,0,74,137,0,0,0,Normal Sale,170000
1099,1-1/2 STORY ALL AGES,50.0,6000,,Level,Brookside,Normal,4,6,1936,0.0,672,0,672,757,567,1324,0,0,1,0,3,1,Average,6,0,1936.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,128000
1100,1-STORY 1946 & NEWER,82.0,11880,,Level,Northwest Ames,Adjacent Railroad,7,5,1978,206.0,704,567,1271,1601,0,1601,0,0,2,0,3,1,Average,7,1,1978.0,Rough Finished,2,0,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",157000
1101,1-STORY 1945 & OLDER,60.0,8400,,Banked,South & West of Iowa State,Normal,2,5,1920,0.0,290,0,290,438,0,438,0,0,1,0,1,1,Fair,3,0,1930.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,60000
1102,1-STORY 1946 & NEWER,61.0,9758,,Level,North Ames,Normal,5,5,1971,0.0,412,251,950,950,0,950,0,0,1,0,3,1,Average,5,0,1981.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,119500
1103,1-STORY 1946 & NEWER,70.0,7000,,Level,North Ames,Normal,5,7,1960,45.0,588,422,1010,1134,0,1134,0,0,1,0,2,1,Average,6,0,1960.0,Rough Finished,1,0,16,0,0,0,0,Sale between family members,135000
1104,1-STORY 1946 & NEWER,79.0,8910,,Level,North Ames,Normal,6,6,1959,0.0,655,0,655,1194,0,1194,0,1,1,0,3,1,Average,6,1,1954.0,Finished,2,0,0,192,0,0,0,Normal Sale,159500
1105,2-STORY PUD,24.0,2016,,Level,Briardale,Normal,5,5,1970,304.0,0,630,630,630,672,1302,0,0,2,1,3,1,Average,6,0,1970.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,106000
1106,2-STORY 1946 & NEWER,98.0,12256,,Level,Northridge,Normal,8,5,1994,362.0,1032,431,1463,1500,1122,2622,1,0,2,1,3,1,Good,9,2,1994.0,Rough Finished,2,186,32,0,0,0,0,Normal Sale,325000
1107,1-STORY 1946 & NEWER,114.0,10357,,Level,Sawyer West,Adjacent Feeder St,7,5,1990,0.0,738,172,910,1442,0,1442,1,0,2,0,3,1,Good,6,1,1990.0,Finished,2,0,244,0,0,0,0,Normal Sale,179900
1108,2-STORY 1946 & NEWER,168.0,23257,,Hillside,Gilbert,Normal,7,5,2006,0.0,0,868,868,887,1134,2021,0,0,2,1,3,1,Good,9,1,2006.0,Rough Finished,2,0,100,0,0,0,0,Home was not completed when last assessed (associated with New Homes),274725
1109,2-STORY 1946 & NEWER,,8063,,Level,Gilbert,Normal,6,5,2000,0.0,0,924,924,948,742,1690,0,0,2,1,3,1,Average,7,1,2000.0,Rough Finished,2,100,48,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",181000
1110,1-STORY 1946 & NEWER,107.0,11362,,Level,Northridge Heights,Normal,8,5,2004,42.0,1039,797,1836,1836,0,1836,1,0,2,0,3,1,Good,7,1,2004.0,Finished,3,125,185,0,0,0,0,Normal Sale,280000
1111,2-STORY 1946 & NEWER,,8000,,Level,Gilbert,Normal,6,5,1995,0.0,219,554,773,773,885,1658,1,0,2,1,3,1,Average,8,1,1995.0,Finished,2,224,84,0,0,0,0,Normal Sale,188000
1112,2-STORY 1946 & NEWER,80.0,10480,,Level,Northwest Ames,Normal,7,6,1976,660.0,403,400,803,1098,866,1964,0,0,2,1,4,1,Average,8,1,1976.0,Rough Finished,2,0,69,0,0,0,0,Normal Sale,205000
1113,1-STORY 1946 & NEWER,73.0,7100,,Level,North Ames,Normal,5,7,1957,0.0,708,108,816,816,0,816,1,0,1,0,2,1,Average,5,0,1957.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,129900
1114,1-STORY 1946 & NEWER,66.0,8923,,Level,North Ames,Normal,5,7,1953,0.0,643,365,1008,1008,0,1008,1,0,1,0,2,1,Good,6,0,1953.0,Unfinished,1,0,18,0,0,0,0,Normal Sale,134500
1115,1-STORY 1946 & NEWER,90.0,5400,,Level,Old Town,Normal,5,7,1954,0.0,415,418,833,833,0,833,0,0,1,0,2,1,Good,4,0,1955.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,117000
1116,1-STORY 1946 & NEWER,93.0,12085,,Level,Northridge Heights,Normal,8,5,2007,328.0,1004,730,1734,1734,0,1734,1,0,2,0,3,1,Excellent,7,1,2007.0,Rough Finished,3,0,0,0,0,0,0,Home was not completed when last assessed (associated with New Homes),318000
1117,SPLIT OR MULTI-LEVEL,,7750,,Level,Gilbert,Normal,8,5,2002,0.0,353,55,408,779,640,1419,1,0,2,1,3,1,Good,7,1,2002.0,Finished,2,120,0,0,0,0,0,Normal Sale,184100
1118,1-STORY 1946 & NEWER,57.0,9764,,Level,Sawyer,Adjacent Feeder St,5,7,1967,0.0,702,192,894,894,0,894,1,0,1,0,3,1,Good,5,0,1967.0,Rough Finished,2,0,0,0,0,0,0,Normal Sale,130000
1119,SPLIT OR MULTI-LEVEL,85.0,13825,,Level,Sawyer,Normal,5,6,1958,0.0,0,533,533,1021,580,1601,0,1,1,0,3,1,Average,6,0,1958.0,Rough Finished,1,280,34,0,0,0,0,Normal Sale,140000
1120,1-STORY 1946 & NEWER,70.0,7560,,Level,North Ames,Normal,5,5,1959,0.0,369,671,1040,1040,0,1040,0,0,1,0,3,1,Average,6,0,1959.0,Rough Finished,1,140,0,252,0,0,0,Normal Sale,133700
1121,1-STORY 1945 & OLDER,59.0,8263,,Banked,Iowa DOT and Rail Road,Normal,6,5,1920,0.0,0,1012,1012,1012,0,1012,0,0,1,0,2,1,Average,6,1,1920.0,Unfinished,1,0,22,112,0,0,0,Normal Sale,118400
1122,1-STORY 1946 & NEWER,84.0,10084,,Level,College Creek,Normal,7,5,2005,196.0,24,1528,1552,1552,0,1552,0,0,2,0,3,1,Good,7,0,2005.0,Rough Finished,3,144,20,0,0,0,0,Home was not completed when last assessed (associated with New Homes),212900
1123,1-STORY 1946 & NEWER,,8926,,Level,Edwards,Normal,4,3,1956,0.0,0,672,672,960,0,960,0,0,1,0,3,1,Average,5,0,1956.0,Unfinished,1,64,0,0,0,160,0,"Abnormal Sale -  trade, foreclosure, short sale",112000
1124,1-STORY 1946 & NEWER,50.0,9405,,Level,Edwards,Normal,5,9,1947,0.0,0,698,698,698,0,698,0,1,1,0,2,1,Average,4,0,,No Garage,0,0,200,0,0,0,0,Normal Sale,118000
1125,SPLIT OR MULTI-LEVEL,,9125,,Level,Gilbert,Normal,7,5,1992,170.0,0,384,384,812,670,1482,0,0,2,1,3,1,Good,7,1,1992.0,Finished,2,100,25,0,0,0,0,Normal Sale,163900
1126,1-STORY 1946 & NEWER,60.0,10434,,Level,North Ames,Normal,4,5,1955,0.0,0,1005,1005,1005,0,1005,0,0,1,0,2,1,Fair,5,1,1977.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,115000
1127,1-STORY PUD,53.0,3684,,Level,Bloomington Heights,Normal,7,5,2007,130.0,0,1373,1373,1555,0,1555,0,0,2,0,2,1,Good,7,1,2007.0,Finished,3,143,20,0,0,0,0,Normal Sale,174000
1128,1-STORY 1946 & NEWER,182.0,14572,,Level,Gilbert,Normal,7,5,2004,0.0,1300,230,1530,1530,0,1530,1,0,2,0,3,1,Good,7,1,2004.0,Finished,3,144,36,0,0,0,0,Sale between family members,259000
1129,2-STORY 1946 & NEWER,59.0,11796,,Level,Gilbert,Normal,7,5,2004,0.0,0,847,847,847,1112,1959,0,0,2,1,4,1,Good,8,1,2004.0,Finished,2,100,48,0,0,0,0,Normal Sale,215000
1130,DUPLEX,60.0,7200,Grvl,Level,Old Town,Normal,5,5,1980,180.0,936,0,936,936,0,936,1,0,1,0,2,1,Average,4,0,1980.0,Unfinished,2,49,0,0,0,0,0,Normal Sale,140000
1131,1-1/2 STORY ALL AGES,65.0,7804,,Level,South & West of Iowa State,Normal,4,3,1928,0.0,622,500,1122,1328,653,1981,1,0,2,0,4,1,Good,7,2,1981.0,Unfinished,2,431,44,0,0,0,0,Normal Sale,135000
1133,2-STORY 1945 & OLDER,90.0,9900,,Level,Old Town,Normal,6,4,1880,0.0,0,1008,1008,1178,1032,2210,0,0,2,0,5,1,Fair,8,0,1930.0,Unfinished,1,0,48,0,0,0,0,Normal Sale,117500
1134,2-STORY 1946 & NEWER,80.0,9828,,Level,Sawyer West,Normal,8,5,1995,0.0,584,544,1128,1142,878,2020,0,0,2,1,3,1,Good,8,1,1995.0,Rough Finished,2,0,155,0,0,0,0,Normal Sale,239500
1135,2-STORY 1946 & NEWER,57.0,8773,,Hillside,Gilbert,Normal,6,5,1997,0.0,0,916,916,916,684,1600,0,0,2,1,3,1,Average,7,1,1997.0,Finished,2,100,38,0,0,0,0,Normal Sale,169000
1136,1-STORY 1945 & OLDER,60.0,6180,,Level,Brookside,Normal,6,5,1926,0.0,0,960,960,986,0,986,0,0,1,0,2,1,Average,5,1,1926.0,Unfinished,1,0,128,0,0,0,0,Normal Sale,102000
1137,1-1/2 STORY ALL AGES,80.0,9600,,Level,North Ames,Normal,6,5,1950,0.0,280,752,1032,1032,220,1252,0,0,1,0,3,1,Average,6,0,1950.0,Unfinished,1,0,0,96,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",119000
1138,1-1/2 STORY ALL AGES,54.0,6342,,Level,Sawyer,Adjacent Feeder St,5,8,1875,0.0,0,780,780,780,240,1020,0,0,1,0,2,1,Average,6,0,,No Garage,0,0,0,176,0,0,0,Normal Sale,94000
1139,1-STORY 1946 & NEWER,,9819,,Level,Mitchell,Normal,6,5,1977,0.0,1567,0,1567,1567,0,1567,1,0,2,0,2,1,Good,5,2,1977.0,Rough Finished,2,264,32,0,0,0,0,Normal Sale,196000
1140,1-STORY 1945 & OLDER,98.0,8731,,Level,Brookside,Normal,5,5,1920,0.0,645,270,915,1167,0,1167,0,0,1,0,3,1,Average,6,1,1972.0,Unfinished,2,0,0,216,0,126,0,Normal Sale,144000
1141,1-STORY 1946 & NEWER,60.0,7350,,Level,North Ames,Normal,5,7,1951,0.0,852,100,952,952,0,952,1,0,1,0,2,1,Average,4,0,1988.0,Unfinished,2,0,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",139000
1142,2-STORY 1946 & NEWER,,10304,,Level,Northwest Ames,Near Pos Feature,5,7,1976,44.0,381,399,780,1088,780,1868,1,0,2,1,4,1,Good,9,1,1976.0,Unfinished,2,448,96,0,0,0,0,Normal Sale,197500
1143,2-STORY 1946 & NEWER,77.0,9965,,Level,College Creek,Normal,8,5,2006,340.0,1150,316,1466,1466,1362,2828,1,0,3,0,4,1,Good,11,1,2006.0,Rough Finished,3,125,144,0,0,0,0,Home was not completed when last assessed (associated with New Homes),424870
1144,1-STORY 1946 & NEWER,,9000,,Level,Sawyer,Normal,5,3,1959,0.0,288,718,1006,1006,0,1006,0,0,1,0,3,1,Average,5,0,,No Garage,0,0,24,0,0,0,0,Normal Sale,80000
1146,1-1/2 STORY ALL AGES,52.0,6240,,Level,Brookside,Normal,5,6,1928,0.0,0,1042,1042,1042,534,1576,0,0,1,0,3,1,Average,8,1,1928.0,Unfinished,1,0,0,0,0,0,0,Sale between family members,149000
1147,1-STORY 1946 & NEWER,,11200,,Level,Sawyer West,Normal,6,5,1985,85.0,1258,40,1298,1298,0,1298,1,0,2,0,3,1,Good,5,1,1985.0,Unfinished,2,165,26,0,0,0,0,Normal Sale,180000
1148,2-STORY 1945 & OLDER,75.0,12000,,Banked,Crawford,Normal,7,7,1941,0.0,275,429,704,860,704,1564,0,0,1,1,3,1,Fair,7,1,1941.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,174500
1149,1-1/2 STORY ALL AGES,,5700,,Level,Old Town,Normal,7,7,1926,0.0,0,572,572,572,539,1111,0,0,1,0,2,1,Average,5,1,1982.0,Unfinished,1,0,0,176,0,0,0,Normal Sale,116900
1150,2-STORY 1945 & OLDER,50.0,9000,,Level,Old Town,Adjacent Arterial St,7,9,1920,0.0,624,26,650,832,650,1482,0,1,1,0,3,1,Average,7,0,1930.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,143000
1151,1-STORY 1946 & NEWER,57.0,8280,,Level,North Ames,Normal,6,5,1950,0.0,0,932,932,932,0,932,0,0,1,0,2,1,Good,4,1,1950.0,Unfinished,1,0,0,214,0,0,0,Normal Sale,124000
1152,1-STORY 1946 & NEWER,134.0,17755,,Level,Edwards,Normal,5,4,1959,132.0,176,1290,1466,1466,0,1466,0,0,1,1,3,1,Fair,6,2,1959.0,Finished,2,0,140,0,0,100,0,Normal Sale,149900
1153,1-STORY 1946 & NEWER,90.0,14115,,Level,Crawford,Normal,6,7,1956,0.0,296,230,1073,1811,0,1811,0,0,1,0,2,1,Excellent,6,1,1956.0,Finished,2,0,0,280,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",230000
1154,1-STORY 1945 & OLDER,,5890,,Level,Iowa DOT and Rail Road,Normal,6,8,1930,0.0,538,278,816,816,0,816,0,0,1,0,2,1,Average,5,0,2002.0,Unfinished,1,0,0,96,0,0,0,Normal Sale,120500
1155,2-STORY 1946 & NEWER,,13700,,Level,North Ames,Normal,7,6,1965,288.0,454,410,864,902,918,1820,0,0,1,2,4,1,Good,8,2,1965.0,Unfinished,2,60,84,0,0,273,0,Normal Sale,201800
1156,1-STORY 1946 & NEWER,90.0,10768,,Level,Veenker,Normal,5,8,1976,0.0,1157,280,1437,1437,0,1437,1,0,2,0,3,1,Good,6,1,1976.0,Rough Finished,2,0,21,0,0,180,0,Normal Sale,218000
1157,SPLIT OR MULTI-LEVEL,85.0,9350,,Level,North Ames,Normal,5,8,1965,0.0,633,586,1219,1265,0,1265,0,1,2,0,3,1,Good,6,1,1965.0,Rough Finished,2,0,92,0,96,0,0,Normal Sale,179900
1158,1-STORY PUD,34.0,5001,,Level,Northridge Heights,Normal,7,5,2007,166.0,904,410,1314,1314,0,1314,1,0,2,0,2,1,Good,6,1,2008.0,Rough Finished,2,172,62,0,0,0,0,Normal Sale,230000
1159,1-STORY 1946 & NEWER,92.0,11932,,Level,Somerset,Adjacent Feeder St,8,5,2007,186.0,0,1580,1580,1580,0,1580,0,0,2,0,3,1,Good,7,0,2008.0,Rough Finished,3,0,24,0,0,0,0,Home was not completed when last assessed (associated with New Homes),235128
1160,2-STORY 1946 & NEWER,76.0,9120,,Level,Northwest Ames,Normal,6,6,1974,270.0,442,459,901,943,933,1876,0,0,2,1,4,1,Good,8,1,1974.0,Rough Finished,2,0,69,0,0,0,0,Normal Sale,185000
1161,2-STORY PUD,24.0,2280,,Level,Northpark Villa,Normal,6,5,1978,0.0,311,544,855,855,601,1456,0,0,2,1,3,1,Average,7,1,1978.0,Unfinished,2,26,0,0,0,0,0,Normal Sale,146000
1162,1-STORY 1946 & NEWER,,14778,,Depression,Crawford,Near Pos Feature,6,7,1954,72.0,728,568,1296,1640,0,1640,1,0,1,0,3,1,Good,7,1,1993.0,Unfinished,2,108,0,0,216,0,0,Normal Sale,224000
1163,1-STORY 1946 & NEWER,109.0,8724,,Level,Sawyer,Normal,5,5,1968,0.0,492,402,894,894,0,894,0,0,1,0,3,1,Average,5,1,1968.0,Finished,2,0,0,0,0,0,0,Normal Sale,129000
1164,DUPLEX,60.0,12900,,Level,Sawyer,Adjacent Feeder St,4,4,1969,0.0,1198,0,1198,1258,0,1258,2,0,0,2,0,2,Average,6,0,1969.0,Unfinished,2,120,0,0,0,0,0,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",108959
1165,SPLIT OR MULTI-LEVEL,,16157,,Level,Veenker,Adjacent Feeder St,5,7,1978,0.0,680,289,1360,1432,0,1432,1,0,1,1,2,1,Good,5,1,1978.0,Unfinished,2,168,180,0,0,0,0,Normal Sale,194000
1166,1-STORY 1946 & NEWER,79.0,9541,,Level,Northridge Heights,Normal,7,5,2009,268.0,0,1502,1502,1502,0,1502,0,0,2,0,3,1,Good,7,0,2009.0,Rough Finished,2,0,114,0,0,0,0,Home was not completed when last assessed (associated with New Homes),233170
1167,1-STORY 1946 & NEWER,64.0,10475,,Level,College Creek,Normal,8,5,2008,72.0,0,1694,1694,1694,0,1694,0,0,2,0,3,1,Good,7,0,2008.0,Rough Finished,3,160,33,0,0,0,0,Normal Sale,245350
1168,2-STORY 1946 & NEWER,58.0,10852,,Level,Gilbert,Adjacent Railroad,6,5,2000,0.0,786,173,959,959,712,1671,1,0,2,1,3,1,Average,7,1,2000.0,Finished,2,0,38,0,0,0,0,Normal Sale,173000
1169,2-STORY 1945 & OLDER,120.0,13728,,Level,Edwards,Normal,6,7,1935,0.0,626,501,1127,1236,872,2108,0,0,2,0,4,1,Good,7,2,1935.0,Unfinished,2,0,0,0,0,90,0,Normal Sale,235000
1171,SPLIT OR MULTI-LEVEL,76.0,9880,,Level,Mitchell,Normal,6,6,1977,0.0,522,574,1096,1118,0,1118,1,0,1,0,3,1,Average,6,1,1977.0,Finished,1,203,0,0,0,0,576,Normal Sale,171000
1172,1-STORY 1946 & NEWER,76.0,9120,,Level,North Ames,Normal,6,6,1958,0.0,662,599,1261,1261,0,1261,1,0,1,0,3,1,Average,6,1,1958.0,Rough Finished,2,0,0,0,0,288,0,Normal Sale,163000
1173,2-STORY PUD,35.0,4017,Pave,Level,Somerset,Normal,7,5,2006,0.0,0,625,625,625,625,1250,0,0,2,1,2,1,Good,5,0,2006.0,Finished,2,0,54,0,0,0,0,Normal Sale,171900
1174,1-1/2 STORY ALL AGES,138.0,18030,,Banked,Clear Creek,Normal,5,6,1946,0.0,152,977,1598,1636,971,3086,0,0,3,0,3,1,Excellent,12,1,,No Garage,0,122,0,0,0,0,0,Normal Sale,200500
1175,2-STORY 1945 & OLDER,80.0,16560,,Level,Crawford,Normal,6,8,1932,0.0,503,449,952,1170,1175,2345,0,0,2,1,4,1,Average,9,1,1932.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,239000
1176,1-1/2 STORY ALL AGES,85.0,10678,,Level,Northridge,Normal,8,5,1992,337.0,700,983,1683,2129,743,2872,0,0,2,1,4,1,Good,9,1,1992.0,Finished,2,0,33,0,0,0,0,Normal Sale,285000
1177,1-STORY 1946 & NEWER,37.0,6951,,Level,Mitchell,Normal,5,5,1984,0.0,658,218,876,923,0,923,1,0,1,0,3,1,Average,5,0,1984.0,Unfinished,1,362,0,0,0,0,0,Normal Sale,119500
1178,1-1/2 STORY ALL AGES,,3950,Grvl,Banked,Old Town,Adjacent Arterial St,6,8,1926,0.0,468,350,818,818,406,1224,0,0,1,0,3,1,Average,5,0,1926.0,Unfinished,1,0,0,116,0,0,0,Normal Sale,115000
1179,1-1/2 STORY ALL AGES,54.0,7681,,Level,Crawford,Normal,5,6,1921,0.0,0,731,731,820,523,1343,0,0,1,1,3,1,Average,7,1,1921.0,Unfinished,1,192,0,102,0,0,0,Normal Sale,154900
1180,1-STORY 1946 & NEWER,77.0,8335,,Level,Edwards,Normal,5,5,1954,0.0,0,0,0,1124,0,1124,0,0,1,0,3,1,Average,5,1,,No Garage,0,0,36,190,0,0,0,Normal Sale,93000
1181,2-STORY 1946 & NEWER,,11170,,Level,Timberland,Normal,7,5,1990,0.0,1216,0,1216,1298,1216,2514,0,0,2,1,4,1,Average,8,0,1990.0,Finished,2,0,0,0,0,0,0,Normal Sale,250000
1182,1-STORY PUD,64.0,5587,,Hillside,Crawford,Normal,8,5,2008,186.0,1480,120,1600,1652,0,1652,1,1,2,0,2,1,Good,5,1,2008.0,Finished,2,162,53,0,153,0,0,Home was not completed when last assessed (associated with New Homes),392500
1184,1-STORY 1945 & OLDER,60.0,10800,Grvl,Level,Old Town,Normal,5,6,1920,0.0,821,299,1120,1130,0,1130,1,0,1,0,2,1,Average,5,1,1970.0,Unfinished,2,229,0,0,0,0,0,Normal Sale,120000
1185,1-STORY 1946 & NEWER,50.0,35133,,Level,Timberland,Normal,5,4,1963,226.0,1159,413,1572,1572,0,1572,1,0,1,1,3,1,Average,5,2,1963.0,Rough Finished,3,0,263,0,0,263,0,Normal Sale,186700
1186,1-1/2 STORY ALL AGES,60.0,9738,,Level,Edwards,Normal,5,7,1924,0.0,392,392,784,949,272,1221,1,0,1,0,4,1,Average,7,0,1965.0,Unfinished,1,0,0,236,0,0,0,Normal Sale,104900
1187,2 FAMILY CONVERSION,107.0,10615,,Banked,Old Town,Adjacent Arterial St,3,5,1900,0.0,440,538,978,1014,685,1699,1,0,2,0,3,2,Average,7,0,1920.0,Unfinished,2,0,74,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",95000
1188,1-STORY 1946 & NEWER,89.0,12461,,Level,Northridge,Normal,8,5,1994,0.0,1456,168,1624,1624,0,1624,1,0,2,0,2,1,Good,5,1,1994.0,Rough Finished,3,0,114,192,0,0,0,Normal Sale,262000
1189,2-STORY 1946 & NEWER,68.0,8935,,Level,College Creek,Normal,7,5,2002,95.0,0,831,831,831,829,1660,0,0,2,1,3,1,Good,7,0,2002.0,Rough Finished,2,144,68,0,0,0,0,Normal Sale,195000
1190,2-STORY 1946 & NEWER,60.0,7500,,Level,Gilbert,Normal,7,5,1999,0.0,0,994,994,1028,776,1804,0,0,2,1,3,1,Good,7,1,1999.0,Finished,2,140,60,0,0,0,0,Normal Sale,189000
1192,2-STORY PUD,24.0,2645,Pave,Level,Somerset,Normal,8,5,1999,456.0,0,776,776,764,677,1441,0,0,2,1,2,1,Good,5,0,1999.0,Unfinished,2,206,0,0,0,0,0,Normal Sale,174000
1193,1-1/2 STORY ALL AGES,60.0,9600,Grvl,Level,Old Town,Normal,5,8,1925,0.0,0,702,702,842,630,1472,0,0,1,0,3,1,Good,6,0,1925.0,Unfinished,1,0,0,84,0,0,0,Normal Sale,125000
1194,1-STORY PUD,,4500,,Level,Mitchell,Normal,6,5,1999,425.0,883,341,1224,1224,0,1224,1,0,2,0,2,1,Average,5,0,1999.0,Finished,2,0,304,0,0,0,0,Normal Sale,165000
1195,2-STORY 1946 & NEWER,80.0,9364,,Level,Sawyer,Normal,6,7,1969,143.0,371,292,663,663,689,1352,0,0,1,1,4,1,Average,7,0,1969.0,Finished,1,379,36,0,0,0,0,Normal Sale,158000
